what factors can influence the results of a multiple sleep latency test (mslt)?	recent sleep deprivation, medication use, and activity level
how long does an average newborn baby sleep for over each 24-hour period?	12 - 16 total hours
what do researchers often do to better identify health disparities?	employ broad categories of race and ethnicity
what are dreams?	the mental thoughts, feelings, imagery, and sensations people experience during sleep
what should you check before bleaching sheets?	if the blood has already dried and created a stain
how can hyperthyroidism cause difficulty sleeping?	due to arousals from nervousness or irritability
what effects on children can frequent naps lead to?	better behavior, academic achievement, and overall happiness
what are the two main characteristics of insomnia?	the inability to sleep despite the opportunity for it
what type of mattresses are coil support cores mainly found in?	bonnell coils, offset coils, continuous wire coils, and pocketed coils
what is the estimated proportion of adults that suffer from insomnia?	around 30 %
what are some of the ways to support a baby's sleep?	non - nutritive sucking
when does a woman's risk of sleep-disordered breathing increase?	during menopause
when should you consider delaying the transition from a crib to a bed for a toddler?	if your toddler is in the middle of potty training
what can contribute significantly to the overall feel and performance of a mattress?	using the mattress with a more stable foundation or a bunkie board
what is the best way to prevent drowsy driving accidents?	get enough sleep
what can interfere with sleep in people with covid-19?	symptoms like cough and fever as well as the use of some medications
how can music promote sleep?	it may also promote sleep directly, by affecting your physiology
what proportion of people suffering from depression report experiencing at least one symptom of insomnia?	80 %
what should you think about if you want to replace or upgrade your bed?	you'll want to consider your sleep position, body weight, and other personal sleep preferences
what are some of the products that can help you change your sleep position?	nasal strips
what is the purpose of a wind-down routine?	provides a sense of normalcy that can reduce stress
what are the recommendations from the world health organization regarding breastfeeding?	exclusively breastfeeding for six months and then continuing with complementary breastfeeding for a year or more
how long do most humans dream for each night?	people have multiple dreams throughout the night
what are nightmares?	dreams that contain distressing themes of fear, guilt, and anxiety
how long do most newborn babies sleep for on average?	12 - 16 total hours
what type of therapy do sleep psychologists most often use to help reduce unhelpful thoughts about sleep and increase sleep-supporting behaviors?	cognitive behavioral therapy ( cbt )
what type of sleeper is a king pillow often a good fit for?	sleepers who move around a lot and those who just prefer more surface area
what stage of sleep do the most vivid dreams occur during?	rem periods, brain activity shoots back up to levels similar to when you're awake
how do mrna vaccines work?	utilizes a harmless, synthetic fragment of genetic material from the virus
what might contribute to discomfort while back sleeping?	if the pillow is too large or thick
what type of pillow helps back sleepers keep their neck on the same plane as the spine?	thin pillow beneath the lower back, and another pillow beneath the knees
what is the cause of obesity-hypoventilation syndrome (ohs)?	multiple complex processes in the body
how many hours of sleep per night constitutes sleep deprivation?	one night of sleep deprivation
what does sleep hygiene refer to?	the collection of habits you engage in that promote sleep
how does music improve sleep?	reduce stress and pain
what are some examples of adult adhd sleep problems?	forgetfulness and difficulty concentrating
what conditions are people who consistently sleep for more than nine or 10 hours per night more likely to have?	obesity or a mood disorder
where is the internal clock located within the body?	located in the brain's hypothalamus
what is the normal resting heart rate?	between 60 to 100 bpm
what disorder could be a manifestation of dysfunctional sleep?	leave you feeling irritable and may worsen mental health issues like anxiety and depression
what are the options for mattresses that are compatible with adjustable beds?	massage settings and under - bed lighting
how does sleep affect mood swings?	they might have dark circles under their eyes, swollen eyelids, and a puffy face
what does sleep allow humans to do?	recharge, consolidate memories, and repair the body
who takes the data from a sleep study?	polysomnography
what is a first step to addressing the causes of nightmares?	understanding the cause of nightmares is an important step to reducing their frequency
what does blue light interfere with?	sleep
what can the edge support of a mattress be particularly important for?	limiting sagging and improving its overall structure
when do most toddlers in general make the move from a crib to a bed?	between the age of 18 months and 3 years old
what is sleep hygiene?	cultivating healthy sleep habits and maintaining an environment that promotes quality sleep
what happens each time a person with osa experiences airway collapse and briefly stops breathing during sleep?	they inhale against a narrowed or closed upper airway
how many hours of sleep should infants (4-11 months old) get according to the guidelines from the nsf?	as many hours as needed
what are the effects of sleeping on a dirty bed?	can decrease your sleep quality and leave you waking up feeling tired and congested.
how will feeding additional solid food to children before bed affect their wakefulness during the night?	might reduce their hunger levels throughout the night
what can sleep-related hypoventilation increase your risk of?	sleep - related hypoventilation
what is oversleeping?	more than eight to 10 hours a day
what are the effects of drowsiness after sleep deprivation?	can put you at risk for accidents, impair your physical performance, and hurt your memory
how can sleep be used to cope with the stressors of a person's life?	regular exercise, journaling, and taking a break from the news
what is talalay latex typically reserved for in mattresses?	latex mattresses tend to be durable and supportive.
how can you use a pillow to help you sleep on your back?	second trimester [SEP] a pregnancy body pillow or wedge pillow
what can having multiple sleep problems increase middle-aged adults' risk of?	developing heart disease
when should you delay the transition to a bed for a toddler?	consider delaying the transition to a bed for a little while longer
what type of pillow is best for side sleepers?	a relatively firm, thick pillow that can fill the gap between the neck and shoulders
how do today's bedding items and sets vary?	oversize dimensions
how may regularly listening to music at bedtime affect sleep quality?	reducing their heart rates and slowing breathing
how can we assess how well the edges of a mattress support a sleeper?	by asking our tester to lie in the center of the mattress and gradually inch towards the perimeter
what is the goal of light therapy?	positively affect circadian rhythm
how can the stress of covid-19 affect people?	frequently have sleeping problems
how common are fatigue and sleepiness complaints when people go see a doctor?	in the top seven
how can you combat mold growth?	ensuring proper ventilation and avoiding excess humidity
what is an example of a recyclable and valuable material that mattresses may contain?	steel.
what is the support core of a waterbed composed of?	water bladders
when would more slow wave sleep be needed?	to recover after either more time spent awake, or a more intensive learning process
when should you be in touch with your doctor regarding sleep problems?	your doctor can help you treat
what disease may be a predisposing factor for restless legs syndrome (rls)?	iron deficiency
what may you want to consider when disposing of a mattress if you are mindful of the environment?	disposal alternatives that include recycling or reusing parts
what is an important step toward improving sleep for people with adhd?	treating underlying sleep disorders
what is tolerance for ambiguity?	temperature control refers to a mattress'ability to regulate the surface temperature
what are the positive effects of getting enough sleep?	you're safer on the job and are able to respond quicker
what can help to reduce the risk of nosebleeds caused by allergies?	treating your allergies or removing allergy triggers from the bedroom
what plays a crucial role in helping our bodies establish a stable sleep pattern?	exposure to light
what is extended producer responsibility (epr)?	a type of environmental waste management policy
what health conditions can be linked to untreated sleep apnea?	heart disease, stroke, and diabetes
what is the best way to get over jet lag?	take steps to prevent it
what have studies found about sleeping in on the weekends?	their mortality risk lowers to the same level as healthy sleepers.
