what is the dunlop method?	"[""latex liquid is whipped and then placed in a mold for baking""]"
why do crime rates decrease with the use of dst?	"[""due to the lack of dark hours""]"
what chocolate-flavored food contains caffeine?	"[""hot chocolate, breakfast cereals, ice cream, and candy bars""]"
how can pets affect sleep?	"[""sleeping with their pet benefits their sleep, and an older study found that people with pets were less likely to take sleep medication than people who do not have pets.""]"
what can bruxism cause significant damage to?	"[""your teeth, your masticatory system (including the muscles of mastication), your periodontium (the tissue surrounding and supporting the teeth), and the bones and joints in your jaw""]"
what are the two types of sleep spindles?	"[""fast spindles and slow spindles.""]"
how does blue light affect sleep?	"[""by suppressing melatonin, a hormone that regulates sleep and can contribute to feeling alert during nighttime hours""]"
how to maintain a healthy sleep hygiene?	"[""implementing some creative work-from-home office ideas""]"
what is nt1 associated with?	"[""the symptom of cataplexy""]"
how much caffeine per day is safe for most adults according to research?	"[""up to 400 milligrams of caffeine per day is safe for most adults.""]"
what material is found in many t-shirts?	"[""cotton jersey""]"
what substances can negatively impact sleep?	"[""caffeine, alcohol, and nicotine""]"
what medical conditions are shift workers at a higher risk of?	"[""cancer and cardiovascular disease, as well as depression.""]"
when do most people obtain the bulk of their deep sleep?	"[""at the beginning of the night""]"
what can increase your risk of neck pain?	"[""stomach sleeping""]"
what can improve sleep without the side effects of traditional sleep aids?	"[""valerian root extract""]"
what are air mattress leaks usually caused by?	"[""a small hole or tear in the vinyl.""]"
how can daytime napping affect young children?	"[""can affect their sleep quality and duration at night.""]"
what tests are there for the diagnosis of restless legs syndrome?	"[""there is no specific test for restless legs syndrome""]"
what is the most common symptom of osa?	"[""chronic snoring""]"
what does hyperarousal mean?	"[""a state in which sleep, and rem sleep in particular, is more likely to be fragmented and of poor quality.""]"
what does sleep loss in children increase?	"[""their risk for becoming overweight or obese""]"
what do you need to complete your bed?	"[""bedding as well as a base""]"
what does a nap that lasts between 10 and 20 minutes appears to help people feel?	"[""less sleepy and more alert, giving a boost that helps them continue working throughout the afternoon""]"
what causes osa?	"[""repeated obstructions of the upper airway during sleep""]"
what is polyurethane?	"[""an incredibly common and versatile plastic polymer""]"
what is obstructive sleep apnea?	"[""a disorder characterized by diminished oxygenation with or without awakening due to increased breathing effort as the upper airway becomes obstructed to some degree""]"
what do some experts believe could contribute to inadequate sleep?	"[""allowing electronic devices in the bedroom""]"
what is good sleep essential for a child?	"[""emotional and social functioning, ability to learn and focus, and overall development.""]"
what size mattress will probably be best suited for co-sleeping adults?	"[""at least a queen size mattress""]"
what changes in sleep pattern occur during the first year of life?	"[""the number of hours of sleep needed and the duration of sleep periods throughout the day and night""]"
when do children with confusional arousal disorder often develop sleepwalking?	"[""later in childhood or adolescence.""]"
what can the density of a mattress influence?	"[""a mattress' responsiveness, durability, motion isolation, and cost""]"
where is the best prices for mattresses found?	"[""on their website""]"
what risk factors may increase your likelihood of experiencing a hypnic jerk?	"[""excessive caffeine and stimulant consumption, vigorous exercise before sleep, emotional stress, and sleep deprivation.""]"
what may snoring in children be caused by?	"[""swollen tonsils or adenoids, allergies, obesity, secondhand smoke, or other factors.""]"
what accounts for about 75% of flatulence?	"[""gases created by intestinal bacteria""]"
what element is believed to play a role in regulating the timekeeping system of plants, animals, and humans?	"[""magnesium""]"
what is exploding head syndrome (ehs)?	"[""a parasomnia sleep disorder defined by episodes that typically occur during the transition period between sleep and wakefulness""]"
what can one wear to cut down on the effect of blue light on sleep?	"[""special glasses can filter blue light to keep it from reaching your eye""]"
what does the american academy of pediatrics recommend dressing babies in?	"[""clothes similar to what an adult would feel comfortable wearing in the same temperature.""]"
how much sleep do most rodents obtain per day?	"[""10 to 15 hours of sleep per day, with evidence suggesting this includes periods of rem and slow-wave sleep.""]"
what often makes migraines worse?	"[""loud sounds, bright light, or a lack of sleep.""]"
what are breathing disturbances and sleep apnea associated with?	"[""tends to go along with weight.""]"
what happens to brain activity in cases of kls?	"[""brain activity slows down as much as 70% during sleep.""]"
what is critical in getting over jet lag?	"[""realigning your circadian rhythm with your new time zone""]"
what is circadian rhythm fasting?	"[""a form of time-restricted feeding (trf) in which a person eats all of their food across a span of hours in the earlier part of the day.""]"
what is one issue with traditional memory foam?	"[""it has a tendency to retain heat, which can cause the sleeping surface of mattresses using that foam to become uncomfortably warm""]"
what causes pulmonary edema?	"[""fluid may leak out from blood vessels into small air sacs in the lungs""]"
what can total lack of sleep reduce?	"[""attention span and concentration.""]"
what is the sleep-wake cycle also called?	"[""circadian rhythm""]"
why is reducing or eliminating alcohol consumption before bed is frequently recognized as an important part of sleep hygiene?	"[""because of its negative effects on sleep""]"
what can chronic sleep disruption lead to if left unchecked?	"[""long-term health consequences, such as cardiovascular disease, obesity, depression, and stroke""]"
what kinds of physical condition can osa develop from?	"[""obesity, enlarged tonsils, or micrognathia""]"
what can bleach or damage memory foam?	"[""peroxide""]"
what does the length of hibernation depend on?	"[""the climate and season""]"
who are at-home sleep apnea tests currently prescribed to?	"[""healthy adults with symptoms that suggest moderate or severe osa, and not another sleep disorder.""]"
what does healthy sleep enable?	"[""your mind and body to function at their best, which supports your mental, physical, and emotional wellness""]"
how does obstructive sleep apnea affect the body's oxygen levels?	"[""reduces the body's oxygen levels and causes numerous sleep interruptions through the night.""]"
how do we prevent our bladders from waking us up at night?	"[""by limiting what you drink before bed, and using the restroom one last time before going to sleep""]"
how much does fatigue at work cost individual employers per employee?	"[""around $1,967 annually per employee.""]"
when can the binaural beat can be heard?	"[""if the frequency of each tone in your ears is less than 1000 hz and the difference between the two tones is less than 35 hz""]"
what can make it challenging for older adults to get enough sleep at night?	"[""pain""]"
what does a weighted blanket need to be effective?	"[""a weighted blanket needs to provide enough pressure to have a calming effect, without providing so much pressure that the user feels trapped or uncomfortable.""]"
what is a durable option for mattress material?	"[""latex""]"
what is bradypnea?	"[""an abnormally low respiratory rate""]"
how many hours of sleep per day does an infant need in the first two months after birth?	"[""between 14 and 17 hours of sleep per day""]"
when is less glucose required by the brain during sleep?	"[""during stage three sleep""]"
what can infections trigger?	"[""various responses from the immune system, including a lack of energy and sleepiness.""]"
what do sleeping style and body weight analyses examine?	"[""how the mattress performs for individuals of different body types when lying on their sides, backs, and stomachs""]"
why is it not recommended to take melatonin when drinking.	"[""alcohol can disrupt your natural melatonin levels""]"
what does shift work mean?	"[""any work schedule that falls outside the hours of 7 am and 6 pm.""]"
what is the best pillow for back sleepers?	"[""one with a medium loft.""]"
what are the deeper stages of sleep critical for?	"[""physical repair, emotional processing, and memory consolidation.""]"
what can sleep deprivation contribute to in the long term?	"[""health problems such as depression, diabetes, obesity, and heart disease""]"
how long should you sleep if you have sleep debt from an all-nighter?	"[""nine hours of sleep is recommended""]"
what does the body rely on to know when to initiate sleep versus when to feel awake?	"[""circadian rhythms""]"
what usually triggers cataplexy?	"[""laughter, witty conversations, and pleasant surprise.""]"
what is sleep apnea most commonly treated with?	"[""a weight loss program or weight loss surgery for those who are overweight, and continuous positive airway pressure (cpap) therapy.""]"
what are the benefits of sleeping with a pacifier?	"[""sleeping with a pacifier is associated with a reduced risk of sids""]"
how can shift workers prepare for shift changes?	"[""by adjusting their sleep times.""]"
what can extensive evening use of blue light-emitting devices contribute to?	"[""sleep problems""]"
why would a baby not fall back asleep on their own after crying?	"[""they might be hungry, uncomfortable, or need their diaper changed.""]"
what can exposure to bright light in the evening do?	"[""inhibit the secretion of melatonin""]"
what are treatments of cfs/me aimed at?	"[""managing and reducing the severity of cfs/me symptoms, rather than at curing the illness""]"
what blood alcohol concentration does an all-nighter produce the same effects as?	"[""0.05%""]"
what can sometimes reduce nighttime bruxism?	"[""working on relaxing the face muscles during the day""]"
how many people report having had sleep problems during the pandemic?	"[""nearly 40% of people""]"
how do melatonin levels likely fluctuate?	"[""depending on where a person is in their menstrual cycle, which could help explain these conflicting results.""]"
what is a major component of sleep hygiene?	"[""keeping a regular sleep schedule""]"
how many layers do latex mattresses have?	"[""between two and five layers.""]"
what does cbsm involve?	"[""pinpoints the way your thoughts and beliefs affect how you behave and interact with the world around you""]"
what should you do if you suspect you might have a concussion?	"[""seek medical help, rest, and avoid activities that could cause another concussion before you are healed""]"
what pillow is best for those with severe pain?	"[""a contoured ergonomic pillow""]"
what should you do if restless sleep is frequent, persistent, or worsening?	"[""it may be a sign of a bigger issue and should be discussed with your doctor""]"
what do weighted blankets typically consist of?	"[""heavy fill encased in a fabric shell.""]"
what should high intensity workouts be timed based on?	"[""whether they are a morning or evening person""]"
how many children suffer from sleep disorders at some point?	"[""as many as 50 percent""]"
what can conditions like graves' disease cause?	"[""hyperthyroidism""]"
what is a family size mattress?	"[""the same mattress size as two king size mattresses, set beside each other""]"
what is long sleep duration potentially linked to?	"[""cancer risk""]"
what bulbs should nightlights use?	"[""dim bulbs with a warm yellow or red light, as these hues have the least impact on natural rhythms.""]"
what should you do before you meet your doctor to discuss sleep?	"[""make a list of any times you've tried to adjust or reset your sleep routine and been unsuccessful""]"
how does saliva production vary?	"[""saliva production varies over the course of a day, perhaps according to a circadian rhythm.""]"
why can pregnant people experience heartburn?	"[""since pregnancy causes the digestive system to move more slowly""]"
what lifestyle change may be recommended to people with osa?	"[""lose weight""]"
what animals do people associate hibernation with?	"[""bears""]"
what is rem sleep behavior disorder?	"[""a condition that causes abnormal movements during the rem phase of sleep.""]"
what are molds?	"[""naturally occurring fungi found indoors and outdoors""]"
how are melatonin patches formulated?	"[""with an extended-release system designed to help you stay asleep longer.""]"
what should you do to make sheets last longer?	"[""avoid bleach, wash them in cold or warm water, use the gentle cycle, and avoid overdrying them""]"
what does the trial period allow you to do?	"[""try out a mattress in the comfort of your own home""]"
why is it important to build healthy sleep habits?	"[""can make going to bed a more pleasant experience and facilitate a consistent routine to enhance sleep.""]"
what group of people does kls primarily affect?	"[""teenagers.""]"
what can chronic oversleeping be a sign?	"[""a sleep disorder or an underlying health condition.""]"
what is a foundation made of?	"[""wood""]"
what is defined as sleeping too much?	"[""more than nine hours per night""]"
what can poor sleep quality cause?	"[""impair your focus, worsen your mood, and is even linked to an increased risk of alzheimer's disease""]"
when should you avoid mouth taping?	"[""if you have difficulty breathing through your nose due to allergies, nasal polyps, or another reason""]"
how does consuming alcohol before bedtime affect overall sleep quality?	"[""negatively affects""]"
what is the effect of pink noise in older adults?	"[""pink noise can enhance deep sleep in older adults and improve cognitive performance.""]"
what are the symptoms of common sleep disorders?	"[""having trouble falling or staying asleep, feeling excessively tired or nodding off during the day, and snoring, choking, or gasping for breath during sleep.""]"
what can negatively affect sleep quantity and quality?	"[""having infants or young children at home, working a night shift, and dealing with stress.""]"
how does the diagnostic process and criteria for narcolepsy differ between children, teens and adults?	"[""the same diagnostic process and criteria for narcolepsy are used""]"
how many years can the effects of aces on sleep last?	"[""for up to 50 years""]"
why is deep sleep required?	"[""necessary to feel your best each day.""]"
what might affect bmi?	"[""fatigue""]"
what is sleep-related eating disorder (serd)?	"[""a condition in which a person rises from bed and eats during sleep""]"
how do you get uninterrupted sleep and promote proper alignment of your circadian rhythm?	"[""achieving a more consistent sleep schedule, getting natural daylight exposure, avoiding alcohol before bedtime, and eliminating noise and light disruptions""]"
what should you use at night to keep your bedroom air from becoming too dry?	"[""a humidifier""]"
how much does a sleep study cost?	"[""the cost of a sleep study is difficult to estimate""]"
what size mattresses generally retail for the lowest price?	"[""twin size mattresses""]"
what is the treatment for chronic insomnia?	"[""six to eight weeks of cognitive behavioral therapy (cbt)""]"
what is more likely in teenagers who get insufficient sleep?	"[""drug and alcohol use, smoking, risky sexual behavior, fighting, and carrying a weapon""]"
how can short-term sleep disruptions affect the body?	"[""increase your stress levels, sensitivity to pain, and ability to remember and focus.""]"
who has an increased sensitivity to light-related melatonin suppression?	"[""children""]"
what body temperature is necessary for sleep?	"[""lower core body temperature""]"
what factors are associated with sleep bruxism?	"[""cigarette smoking, alcohol consumption, caffeine intake, depression, and snoring""]"
what does sleep play a major role in?	"[""memory, learning, appetite, mood, and decision-making""]"
what do people with kls experience?	"[""episodes of excessive sleeping that last between a few days and a few weeks.""]"
how many covid patients experience neurological/psychiatric outcomes?	"[""34% of their covid patient population""]"
what can meditation do?	"[""relieve stress, pain, and insomnia""]"
who is carpal tunnel syndrome often associated with?	"[""office employees""]"
what happens without sufficient sleep?	"[""processes throughout the body work suboptimally""]"
what do people believe the moon phase controls?	"[""menstrual cycles and affects fertility""]"
when do fatal insomnia symptoms tend to develop?	"[""in middle age.""]"
what does the aasm advice regarding natural sleep aids in treatment of chronic insomnia?	"[""advises against the use of natural sleep aids, including valerian root and melatonin, when treating chronic insomnia, due to the lack of evidence for their effectiveness and safety.""]"
what is a double bed?	"[""a mattress size that falls in between twin and queen.""]"
what does an insomnia diagnosis include?	"[""a standard medical exam and questionnaire""]"
what effects would permanent daylight saving time have on the transportation industry?	"[""allow the transportation industry time to adjust its advanced scheduling""]"
what is the second most popular sleep position?	"[""lying on the back""]"
what do people do to repay their sleep debt?	"[""they would practically have to sleep all weekend to pay it back""]"
what should you do after your air mattress is repaired?	"[""check the patch frequently to ensure it's not peeling off""]"
when does excessive daytime sleepiness most often occur?	"[""during monotonous tasks like reading or watching television but can also occur at potentially dangerous times like when driving a vehicle.""]"
what is the most common cause of nosebleeds?	"[""nose picking or touching the nose""]"
how many adults spend the majority of the night sleeping on their side?	"[""over 60%""]"
what can shorten a mattress' lifespan?	"[""improper care, added weight, and failure to use a proper foundation""]"
why can finding the most effective natural sleep aid be difficult?	"[""since the fda does not review if supplements are safe or effective""]"
what should you do if you have any doubt over whether your child's nighttime checks are appropriate?	"[""consult your child's doctor for guidance""]"
how does blue light impact sleepiness?	"[""shown to reduce or delay the natural production of melatonin in the evening and decrease feelings of sleepiness.""]"
how can a morning walk outside help with sleep?	"[""clear your head, re-energize you, and help reinforce your natural sleep-wake cycles""]"
why do many mattresses use bonnell coils?	"[""simple and cost-effective""]"
how does hops affect depression?	"[""worsen depression.""]"
what themes do maladaptive daydreams involve?	"[""violence, power, control, sex, captivity, or rescue and escape scenarios""]"
what is rem sleep stage important for?	"[""several mental processes, including memory and learning""]"
what does melatonin play a key role in?	"[""regulating your sleep-wake cycle""]"
what are some symptoms of ih?	"[""non-restorative naps and feelings of grogginess after waking, called sleep inertia""]"
who are melatonin supplements recommended for?	"[""people with circadian rhythm conditions like delayed sleep-wake phase disorder or whose circadian rhythms are compromised by jet lag.""]"
what may dinking water before bed help?	"[""drinking water before bed might help ward off dehydration while you sleep, and it may also help you attain the drop in core body temperature that helps induce sleepiness.""]"
what can the low respiratory rate associated with sleep apnea cause?	"[""excessive daytime sleepiness, loud snoring, morning headaches, and a decrease in concentration.""]"
what does good sleep hygiene describe?	"[""a set of habits that promote healthy sleep""]"
what events may affect our dreams?	"[""major life changes, such as pregnancy or trauma""]"
when do hypnic headaches occur in the sleep cycle?	"[""during rapid eye movement (rem) sleep""]"
how much does heritability account for risk of developing insomnia?	"[""31% to 58%""]"
what does sleep latency affect?	"[""sleep efficiency""]"
what is a huge factor in our ability to sleep well?	"[""a mattress is a huge factor in our ability to sleep well""]"
what do you ideally want to wash bedding in?	"[""hot water""]"
what is bedwetting also called?	"[""nocturnal enuresis""]"
what are the benefits of peppermint oil?	"[""enhance memory, increase alertness, and reduce nausea and upset stomach""]"
what impacts a person's ability to remember the content of their dreams?	"[""the sleep stage a person wakes up from""]"
what is the one of the most popular materials for a platform bed?	"[""wood""]"
who would find that a bedside urinal or commode improves safety and reduces sleep disruption?	"[""people with mobility issues or who have high urgency to urinate upon awakening""]"
what color room was less likely to put the brain in an excited state compared with a red room?	"[""blue room""]"
why do sleep aids include?	"[""prescription medications, over-the-counter drugs, and dietary supplements, many of which are labeled as natural sleep aids""]"
what happens to people working within this time frame?	"[""prone to insufficient sleep and fatigue during waking hours""]"
what issues are sleep disorders intricately intertwined with?	"[""mental and physical health issues, with one exacerbating the other in a cycle that can be hard to break.""]"
what does gaba function as?	"[""a neurotransmitter in the brain""]"
what is binge-drinking?	"[""consuming an excessive amount of alcohol in a short period of time that results in a blood alcohol level of 0.08% or higher""]"
what is the simplest way to start sleeping better for those with parkinson's disease?	"[""adopting healthy sleep habits""]"
why do more than 75% of women over age 40 experience nocturia?	"[""often because of a connection to higher rates of incontinence and overactive bladder in women""]"
when can dst cause sleep problems?	"[""if circadian rhythms are not aligned with natural cycles of light and darkness.""]"
what is the thermoneutral zone?	"[""the range of temperatures our body is comfortable with.""]"
how does cpap therapy work?	"[""works by delivering pressurized air to your nose and mouth""]"
how long to sleepwalking episodes last?	"[""for a few seconds to a half an hour with most finishing in less than 10 minutes""]"
what do latex mattresses offer?	"[""moderate levels of motion isolation.""]"
what does sleep deprivation cause?	"[""alters the brain's reward system, making people more likely to indulge in foods that are high in sugar and fat.""]"
when do physicians suggest people avoid taking sleep aids?	"[""on nights before they may need to make big decisions.""]"
how does the liver convert tryptophan into vitamin b3?	"[""with the help of iron, riboflavin, and vitamin b6""]"
what is the idea that the moon's gravitational pull affects human health based on?	"[""the fact that the human body is mostly water, and lunar gravity has a noticeable effect on ocean tides""]"
what is lost if working when sick?	"[""sleep.""]"
what happens to a cat's breathing rate during sleep?	"[""generally slows""]"
what is one approach to recoup sleep debt?	"[""sleeping in""]"
how often should i wash my sheets if i have pets?	"[""every 3-4 days""]"
why is getting effective osa treatment important?	"[""can increase your overall quality of life.""]"
how much sleep should people over 65 get?	"[""7 to 8 hours per night""]"
what does the endocrine system do?	"[""controls hormone levels in the body""]"
who prefers a softer bed?	"[""sleepers weighing less than 130 pounds""]"
what are the effects of caffeine?	"[""energy-boosting effects during the daytime, but consuming too much, especially later in the day, can interfere with your ability to sleep soundly.""]"
what can nightmares have a connection to?	"[""things that happen while you're awake.""]"
what do mandibular advancement devices do?	"[""physically move the tongue and jaw forward, allowing for maximum airflow""]"
where are prescription medications only available from?	"[""a pharmacy""]"
what can you do if you're curious about finding meaning in your dreams?	"[""consider keeping a dream journal""]"
what is still subject to significant debate about dreams?	"[""the most fundamental question - why do we dream at all?""]"
what are nightmares?	"[""dreams that the sleeper finds frightening""]"
how does caffeine work to keep you awake?	"[""by binding to receptors in the brain that usually bond with a molecule called adenosine.""]"
what does missing out on just one hour of sleep per night for a week produce the same cognitive impairments as?	"[""a single all-nighter""]"
what drugs are used off-label for insomnia?	"[""antipsychotics and anticonvulsants""]"
how can a doctor help improve nrem sleep?	"[""may be able to identify an underlying sleep disorder that could be interfering with nrem sleep""]"
what is pharyngeal fat?	"[""excess weight creates fat deposits in a person's neck""]"
how many hours of sleep are recommended to adults, according to expert guidelines?	"[""between seven and nine hours of sleep per night.""]"
what is the aim of treatment for non-24-hour sleep-wake disorder (n24swd)	"[""establish a 24-hour sleep-wake cycle, or entrain (synchronize) the circadian rhythm""]"
what are microcoils and nanocoils encased in?	"[""foam or fabric""]"
what can chronic oversleeping be caused by?	"[""a wide range of factors, including sleep disorders, alcohol and medications, or physical and mental health conditions""]"
what does the drop in temperature before sleep coincide with?	"[""the release of the sleep hormone melatonin.""]"
how is bruxism diagnosed?	"[""tooth grinding sounds while asleep, coupled with corresponding tooth wear, morning jaw pain, headaches, and/or a locking jaw""]"
"what is the percentage increase of risk for sleep problems at age 4 for girls with fathers who reported high alcohol consumption"""	"[""47%""]"
what are the two most prominent drugs that may induce sleepwalking?	"[""zolpidem and sodium oxybate""]"
what is nocturia?	"[""waking up in the middle of the night to pee""]"
what kind of sleepwear is best?	"[""breathable, lightweight clothing made of cotton or thin wool""]"
how much scientific research about sleep positions and personality traits exists?	"[""very little""]"
what is tryptophan integral to?	"[""infant growth and development, as well as the production and upkeep of various enzymes, muscles, neurotransmitters, and proteins in the body.""]"
what music is best for sleep?	"[""music without lyrics""]"
what should be consumed in moderation?	"[""milk, milk alternatives, and juices""]"
what does bedtime routine help your brain do??	"[""separate the day from the night, clear your mind and body of the day's stresses, and relax into sleep.""]"
what is the purpose of pillows?	"[""designed to minimize this stress by supporting the head at a comfortable level, helping take pressure off the cervical area and straighten out the spine.""]"
how can sleep deprivation affect adolescents?	"[""can cause problems with mood, emotion, and academic performance.""]"
what do most people with cataplexy show?	"[""a loss of certain brain cells that produce the hormone orexin""]"
when do people with plmd typically seek treatment?	"[""after their sleep partner notices the symptoms or once the other symptoms - such as daytime sleepiness or fatigue - begin to interfere with their daily functioning and wellbeing""]"
how many trauma victims develop ptsd?	"[""less than 10%""]"
where should we keep our phones at night?	"[""on a nightstand or in a drawer""]"
what do medical professionals often recommend as a treatment for cfs/me?	"[""cognitive behavioral therapy (cbt)""]"
how long should infants be placed to sleep in the supine (back) position?	"[""until they reach at least one year of age""]"
how much caffeine do drinks like coca cola and mountain dew contain?	"[""between 20 milligrams and 40 milligrams of caffeine per 8 ounces.""]"
what should you record in your sleep diary?	"[""your sleep habits and daytime experiences""]"
what is the first symptom of narcolepsy?	"[""excessive daytime sleepiness (eds)""]"
why is ongoing therapy beneficial to those with insomnia?	"[""because sleep and ptsd are so closely linked""]"
what is the recommended amount of sleep for a child dependent on?	"[""their age.""]"
what is one of the most popular type of bed frame?	"[""platform beds""]"
when do dreams tend to be more vivid?	"[""dreams experienced during rem sleep""]"
what is bedtime fading associated with?	"[""decreased nighttime wakings and decreased parental stress""]"
what is the ideal bedroom temperature?	"[""somewhere around 65 degrees.""]"
what demographic are bad dreams more prevalent in?	"[""both sexes equally up to age 12, but some studies indicate bad dreams are more prevalent for girls beginning at age 13.""]"
what is bradycardia?	"[""a resting heart rate that is below 60 beats per minute (bpm).""]"
what should your bedroom temperature be?	"[""between 60 to 71 degrees fahrenheit (15.6 to 22.0 degrees celsius)""]"
what is a major predictor for diabetes?	"[""obesity""]"
what are qualities of continuous coils?	"[""firm, stable, durable, and inexpensive.""]"
what pattern of weave does the sateen weave have?	"[""one thread under, three or four threads over pattern""]"
how many electronic devices does a u.s. household have on average?	"[""five electronic devices""]"
what does strong sleep hygiene mean?	"[""having both a bedroom environment and daily routines that promote consistent, uninterrupted sleep.""]"
how do doras differ from other types of sleep aid?	"[""they affect different systems in the body.""]"
what benefits are associated with adequate high-quality sleep?	"[""from increased accuracy and alertness to better overall mood and faster recovery times""]"
when is melatonin usually produced?	"[""in the evening, a few hours before bedtime""]"
what are some conditions that cause irregular sleep-wake rhythm?	"[""neurodevelopmental or neurodegenerative disorder, such as parkinson's disease, alzheimer's disease, or huntington's disease""]"
what are hypnagogic hallucinations a symptom of?	"[""narcolepsy""]"
when can jet lag occur?	"[""when a person travels rapidly across multiple time zones, such as on an intercontinental flight, because their body's internal clock becomes misaligned with the local day-night cycle.""]"
what is the correlation between allergies and sleep?	"[""the worse their allergy symptoms are, the worse their sleep is""]"
how does passionflower affect anxiety?	"[""passionflower contains certain flavonoids that bind to the same receptors in the brain as benzodiazepines and may help reduce symptoms of anxiety""]"
what can brighten up your bedroom and add to your decor in charming, eye-catching ways?	"[""the color or pattern you select for your bedding""]"
where do the differences between dunlop and talalay lie in?	"[""the manufacturing processes""]"
what is in-home sleep testing not appropriate for?	"[""for diagnosing other sleep disorders or medical conditions""]"
what are weighted blankets generally considered?	"[""safe, as long as the person using the blanket has enough strength and physical dexterity to lift the blanket off themselves when necessary to prevent suffocation or entrapment""]"
how can consuming more simple sugars impact sleep?	"[""the brain spends less time in deep sleep and more time in rapid eye movement (rem) sleep""]"
what should you do if the heat makes you tired?	"[""avoid the worst of it by staying inside during the hottest parts of the day""]"
how many americans does narcolepsy affect?	"[""narcolepsy is a sleep disorder that affects one in 2,000 americans.""]"
what are some conditions that produce similar symptoms to shift work disorder?	"[""insomnia, obstructive sleep apnea, narcolepsy, and other circadian rhythm disorders such as delayed sleep-wake phase disorder""]"
what frequency of beats induced delta activity in the brain?	"[""delta frequency of 3 hz""]"
what are chiari malformations?	"[""physical irregularities in the place where the brain meets the spine""]"
what can mask or drown out the sounds you can't control and could help to counteract the harmful effects of noise exposure during sleep?	"[""a consistent background noise""]"
what type of mattresses do side sleepers tend to appreciate?	"[""mattresses with zoned support that targets major pressure points.""]"
how many people with ptsd associated with combat report symptoms of insomnia?	"[""over 90% of people""]"
how many hours of sleep should teen athletes be getting daily?	"[""at least the recommended 8 to 10 hours""]"
what is it common for people to wake up with?	"[""brand new aches and pains in the morning""]"
what is the intended effect of binaural beats programmed to play a slightly different frequency in each ear?	"[""intended to reduce anxiety and stress""]"
who is a rapid maxillary expansion device used as treatment for?	"[""children with mild or moderate osa, in those with severe osa experiencing symptoms that persist after surgery removal the tonsils and adenoids, or in children with osa who clearly have a narrow or highly arched hard palate""]"
what bed sheets feature a criss-cross pattern?	"[""percale sheets""]"
what is dissociation?	"[""a feeling of being detached from your body and trouble discerning what is real that is experienced by some people with mental illness.""]"
how much sleep do infants need?	"[""12 to 16 hours""]"
who are eating disorders more common in?	"[""women and in teens and young adults.""]"
what sleep position is generally recommended for pregnant women?	"[""side sleeping""]"
what can long term lack of sleep cause?	"[""the development of chronic pain.""]"
what can poor posture lead to?	"[""undue tension in the middle or upper back""]"
how can pillows prevent neck pain?	"[""by keeping your head and spine properly aligned""]"
how is sleep associated with the intensity of headaches when you wake up?	"[""both low-quality sleep and longer sleep are associated with more intense headaches""]"
what type of people are more likely to procrastinate at bedtime?	"[""people who procrastinate in other areas of life, such as school or work""]"
what are the common causes of neck pain?	"[""using the wrong pillow or mattress, sleeping in the wrong position, having bad posture, or having a neck or back injury.""]"
what can tencel sheets be damaged by?	"[""high heat""]"
what causes decreased respiratory drive in those with ohs?	"[""presence of certain genes, sleep-disordered breathing, or leptin resistance.""]"
what are sleep-deprived adolescents at higher risk for?	"[""depression and anxiety""]"
what is a power nap?	"[""allow people to briefly sleep while they are at work""]"
what can using a mattress protector do?	"[""help keep your sleep surface clean and undamaged""]"
what types of sleep do birds experience?	"[""both rem and non-rem sleep.""]"
what are the 2 most common latex types used in mattresses?	"[""dunlop and talalay""]"
what is the most important external factor affecting readiness for sleep?	"[""light""]"
what may be better for workers than rotating their shifts every five to seven days?	"[""rotating shifts every two to three days""]"
what do hypnopompic hallucinations involve?	"[""seeing moving shapes and colors, or images of animals or people.""]"
how can the firmness of mattresses affect support for sleepers?	"[""mattresses that are too firm or too soft will lack proper support for certain sleepers.""]"
how can slumber meditations and mindfulness stories promote sleep?	"[""slumber meditations and mindfulness stories contain suggestive hypnosis to help you feel relaxed and fall asleep.""]"
why did the fda and cdc allow the use of this vaccine to resume?	"[""its benefits outweigh its risks""]"
why can the second trimester sometimes bring increased snoring and obstructive sleep apnea?	"[""the baby bump grows and the nasal passages start to get congested""]"
when may a person be diagnosed with srmd?	"[""only if their movements interfere with sleep, cause impairment in daytime activities, or lead to injury""]"
what can stress and anxiety related to the pandemic lead to?	"[""sleep loss and feelings of daytime fatigue""]"
what is a symptom of several forms of cancer?	"[""night sweats""]"
what can help reduce lower back pain?	"[""switching to a more supportive sleep position""]"
who does lucid dreaming pose a risk to?	"[""people who experience psychosis""]"
what are some common plotlines of dreams in children?	"[""confronting characters from fairy tales, although themes like falling, being chased, and car accidents are also common""]"
what kind of plans may help reverse ohs?	"[""diet or weight loss plans""]"
what is the ideal length of napping?	"[""10 to 20 minutes""]"
how do memory foam mattresses work best?	"[""if there are at least four inches of combined comfort and transition foam between the sleep surface and the mattress base""]"
what can moving too vigorously before bed disrupt?	"[""sleep""]"
what are higher levels of social jetlag associated with?	"[""higher rates of obesity, inflammation, smoking, and alcohol use""]"
what does the asv do?	"[""monitors a person's breathing throughout the night.""]"
what is temperature control?	"[""a mattress' ability to regulate the surface temperature""]"
how is a definitive diagnosis of csa made?	"[""in-lab polysomnography""]"
what is the central feature of an innerspring mattress?	"[""its coil-based construction.""]"
why is melatonin called the sleep hormone?	"[""we tend to feel sleepy after it is released.""]"
why is screening for osa important in a surgical context?	"[""people with osa have a higher risk of complications""]"
